,thread_title,thread_id
39096,Obama Declares H1N1 a National Emergency,a17428925
39098,HELP!,a49759459
39101,"Im new, I need budget suggestions.",a32566317
39102,doctors appointments for LO.,a43591021
39107,Pediatrician question *trigger?,a49275322
39108,Whose 4-5-month old has had a cold?,a35508190
39113,Ramblings of a pregnant woman,a35355484
39114,Scared as hell!!!,a41240155
39115,whooping cough,a50466619
39117,LO refusing to eat,a52377562
39118,Inappropriate hilarious pedi!,a36414076
39121,Anyone else's LO a miserable mess after 4 month shots?,a48404236
39124,Vaccine side effects?,a929125
39126,Ear infection in dog,a35075878
39127,9 months and still having sleep issues?,a32366141
39128,SCARED to death,a29743215
39129,Advice on one year vaccinatioins,a2657125
39132,I am SOOO PISSED!!!!,a17801525
39133,Cristian is sick :(,a12802545
39134,H1N1 (swine flu) question!,a13674935
39135,Pertussis/ Whooping Cough on the rise??,a41759758
39136,Huge Confession (sensitive),a28897179
39137,Select and Delayed Vaxing,a23869589
39140,Adventures in the pediatrician's office.,a49140943
39141,"Its Official...(warning, vent ahead, enter at your own risk)",a9997715
39149,UA to my birthboard...I hate you all!,a22678355
39150,Whooping cough shot during pregnancy,a23718069
39151,i dont get mad easy but....,a18835645
39154,pediatricians,a50615029
39157,vaccines and spitting up,a20191035
39158,Can someone explain this to me?,a17607335
39159,NW :(,a26004729
39160,Doc's Office Nightmare,a49780222
39161,NEW: Swine flu kills another expectant mom...,a18098925
39162,Need some advice please MIL coming from Egypt.,a40568728
39163,Flu shot mercury-free question,a37345447
39165,topics spin off...,a36900205
39166,Aggravated with Pedi ... vax without me!,a29672525
39169,DTap Question-Side Effect a Week and a Half Later?,a37694344
39170,Flu shot while pregnant,a36386998
39171,Interviewing pediatricians?,a23337159
39172,he just changed,a23666609
39174,Talk to me about thrush :(,a55988410
39176,Pediatric Opthamologist?,a39080512
39177,Telling hospital no to Hep B vac,a23607757
39181,OT Any medical billing specialists in the house?,a28130787
39182,Does Your Birth Board Get on Your Nerves?,a22591019
39183,Must read specially for CA mommies(botulism),a39514450
39185,why does the same stuff have to keep getting retalked about?,a26447133
39186,Tamiflu,a47039713
39189,Swine Flu!! 14 weeks!!,a46994755
39190,38.5 weeks pregnant-,a12828445
39193,"RH - and Rhogam, your views /poll",a24038443
39195,"Not to start a debate, just to educate",a32736695
39196,Anyone getting the FLU shot?,a30586845
39197,Conv in a pediatrician's waiting room,a27658583
39199,The Life Cycle of a Birth Board,a48441310
39200,Is there a Veterinarian in the house?,a44399977
39202,flu shot 1st trimester,a45371065
39203,I'm I the only one here,a16647055
39204,What is your stance on vaxing and being Pagan?,a27541507
39205,When to get LO flu shot this year...,a44600560
39206,? for those delaying/declining vaccines.....,a25312839
39207,"I'll tell you mine, you tell me yours [long]",a37521394
39208,stringy poop,a60909097
39210,Should I...or should I not?,a17068985
39212,Natural birth ladies? Home water birth?,a35068084
39213,2 month vacc's have to be redone?!,a31328141
39214,OT: is baby center a good place for support??,a29818055
39215,Flu while pregnant wah!,a38708188
39216,12 Month Shots,a595715
39219,The shrieker is back,a34854736
39220,My DS's case :),a42072661
39224,Grandparents and the NICU,a39274969
39225,non crunchy friends vent --oops kinda long.,a32393705
39226,H1N1 - How far along to get the vaccine?,a17003085
39228,MMRV reaction,a42666994
39229,Chicken pox!!! Wth?!,a30964677
39230,.,a39143401
39236,Where can the care givers get dTap shot?,a49594801
39237,Flu vaccaine mandated at workplace?,a29217419
39239,2 year well child,a49908340
39241,"Yes, another vax debate.",a33725965
39242,Developing countries,a49040710
39243,Anyone else have a super verbal kiddo?,a38830717
39245,I have the flu...again,a39464497
39248,what i learned - FOR FTMS,a21652141
39250,Trigger!!!! this will make you upset if you read but it is important.,a18613855
39251,Treated like a criminal,a22539531
39253,quick help needed.....fever after shots,a29142319
39255,Flu shot revisited...,a29502355
39256,This must be a joke!! I will not stop breastfeeding.,a31311947
39258,Worst measles outbreak in decade.,a27871997
39260,16mo twins with chicken pox,a22528043
39262,These are legitimate topics.,a29828927
39264,I can't kiss my baby for two weeks!?!?,a33442942
39267,am i an AP kind of mom? .. kind of long..,a36505003
39268,Whooping Cough,a24701873
39269,Totally OT- do u take your indoor cat to the vet?,a32366949
39270,Those of you who have had sick LO's already,a38820520
39271,Flu shot?,a29735761
39272,Tips from a BTDT BBC Mom,a32488721
39273,MMR,a30838059
39278,I refused flu shot for my LOs....,a45208273
39279,this group is about to get booming!,a43721032
39283,Delay vaxing mamas,a47354854
39284,Vaccine Group?,a21447685
39286,The life cycle of a birth board....,a27104997
39288,Freezing Baby Food Question,a24930143
39289,Suggest Some Books For a FTM!,a32272791
39290,Eventful Evening,a7378505
39291,chicken pox vaccine for my toddler shortly before I deliver,a13343515
39292,Question about reactions to first shots,a29127203
39294,Dr. Sears?,a2637265
39295,I'm so sick-(trigger?),a37876183
39297,Kinda nervous...I might have caught shingles :-(,a37700707
39298,Reaction to MMR,a31115879
39300,4 month appointment! :),a34303996
39303,What am I missing?,a25994349
39304,Did you,a58043722
39308,Are daycares allowed to accept nonvaxing babies?,a8399305
39309,Birth Plan-Opinions/Advice wanted please!,a21354431
39312,Carrier for baby,a52303390
39317,Shots today,a37810654
39318,flu shot question,a36829630
39319,Birth Plan?,a29866437
39321,Apparently the CDC...,a21557907
39323,Need some advice,a48330016
39324,Hep B,a27237195
39326,I've really screwed up and I feel like I want to cry. ***LONG VENT***,a29040335
39327,Boys and MMR,a23598409
39328,Anyone using gym daycare?,a55475179
39330,Any of your Marchies never been sick?,a30049747
39331,We havePertussis /Whooping cough here!!!!!,a34704607
39332,What to use instead of Infant Tylenol?,a24191413
39333,flu shot during pregnancy?,a46369513
39334,"Anyone choosing to decline hep b, Vitamin K or eye ointment at birth???",a22164269
39338,Vitamin k st birth. Oral?,a52438819
39339,H1N1 Please Advise!,a17370735
39344,DS having a reaction PIC,a49232590
39345,Overbearing Grandmother..help! *long*,a43008145
39346,Sick- day 10,a38628925
39347,Amazing App for BF Moms! (and all moms in general),a30356169
39348,Vaccines and Fever,a14817145
39349,How many shots did your LO get?,a32762657
39351,flu shot anyone??,a24523915
39354,Is it just me or..,a48925885
39355,tylenol... help!!!,a40826149
39363,step kid situation...advice? opinions?,a43148317
39365,well i did it!,a23713849
39368,Overcoming Worries,a16417025
39369,Those interested in h1n1 vaccine,a13012235
39371,update...,a43061449
39374,9 month wants to be held to sleep or on soft surface...Tired FT working mama.,a53136508
39376,Flu Shot Vs. Mist,a44770567
39381,4 month old daughter with reflux - advice please!,a63881596
39382,What is this? Toddler with rash,a49066507
39383,Whooping Cough Question,a24550493
39386,Low hemoglobin/Pedi vent,a34468996
39392,FIL has shingles; I'm due any day!,a63331174
39393,"Have to get a flu shot, and tdap..but have a problem",a36991648
39394,How to protect baby from Pertussis?,a28477055
39395,4 month sleep regression - when did it start?,a40395901
39396,What kind of reaction did your LO have to MMR?,a22906863
39399,any precautions needed with newborn and chemo patient?,a55359361
39402,4 Year Stats?,a5463685
39404,I don't want a Flu shot!,a17147635
39405,"FTM and new to this board. ?vax ?BF, etc",a34135204
39406,diarrhea after rotavirus vaccine,a18792525
39407,Delayed vax,a44487184
39408,"S/O I have a vax lump? Help, please.",a46381333
39410,What vaccines at 4 months?,a7374225
39411,The Life Cycle of a Birth Board.,a37429459
39412,MMRShot- did your child have a reaction?,a30270955
39413,Warning: asking for your opinion. :),a30619481
39416,My Little guy got his 1 yr shots,a29785375
39417,What do you think of my birth plan?,a42493513
39418,When does the anxiety go away?,a29708927
39419,He spent 4 days in the hospital last week :(,a24940299
39425,I can't be the only one right?,a28982245
39426,"Got Flu Shot, Now I'm freaking out!",a31947933
39427,btdt moms ever see anything like this?,a46213099
39428,Question about older kids with fever.,a53640478
39429,Any LO's have the flu?,a39190921
39432,Vaccines,a25463181
39433,Chicken pox UGH!,a32877754
39435,2 month check up (short rant),a46163983
39436,LA and OC mommas,a53017561
39437,1 year immunization reaction,a6989495
39438,quick - need delayed/alternative immunization schedule,a19273515
39439,Book recs?,a40623901
39442,"Transitioning off PA and have some questions, really long sorry!!",a61270705
39443,"T & P, fingers crossed, advice please...sad UPDATE",a32329111
39444,Uncircumcised questions,a43923376
39446,4 month old sleep regression,a39908545
39449,Whooping cough in Oklahoma,a35299813
39450,Tylenol before vaccination article,a17047115
39451,They gave son wrong shot yesterday!,a32934556
39452,Rules and Relevant Acronyms and Explanations,a30181023
39455,1 Year Check Up ?,a21762425
39457,we don't know yet....,a36127477
39458,Viral vs Bacterial Pneumonia - UPDATE IN COMMENTS,a31927437
39459,First shot today...,a47262172
39461,Breast Feeding VS. Formula,a26602683
39462,OT: Need Anti-Vax Resources,a40079461
39463,Educating yourself as a parent,a14588875
39466,I have swine flu! And it is BAD!!,a16834435
39470,ss with chicken pox,a44666533
39471,Diarrhea and worst diaper rash ever.... related to MMR vaccine?,a25499073
39475,Timeline or Age Range?,a45735871
39476,Please Read- H1N1,a17032625
39478,Meet our new kitty!! **PICS INCLUDED**,a42238720
39479,Dermatologist prescribed ketoconazole for eczema! Confused! any insight?,a53115091
39481,DTap? is anyone getting it?,a36707404
39482,at 9 months docs GUESSED chickenpox?!,a40618807
39484,Public Chicken Pox,a43031158
39485,Life cycle of a birth board,a13875885
39486,H1N1 poll,a24500927
39489,Not sure about your TDaP?,a43057063
39493,Swine flu shot,a18535425
39495,"Hepatitis B, good or bad?",a24889483
39498,What do you think? (Adopting dog),a47102686
39499,Do I need to go to the ER?,a31492387
39500,Flu shot,a46010791
39502,Business of Baby ultrasounds & brain damage?,a43235302
39503,Getting a cat?,a32643359
39505,Why do some of you decline the rotovirus vax?,a23701069
39511,Major regret.... How do I deal?,a48685546
39512,swine flu vaccine question regarding newborn....,a16655935
39513,Measles!,a26958621
39515,The Am I doing Enough monster!,a37988719
39517,Vax friendly doctor in the charleston area?,a39136351
39520,"**trigger?** Shannon and the horrible, awful, no good, very bad day",a28989353
39521,Diagnose my dog,a46197580
39525,Pediatrician Interview,a17398035
39526,Pharmacy scare,a44438239
39530,Suggestions for dispensing Tylenol?,a38137972
39531,Flu shot?,a36054679
39532,Come check out these groups! Topical recommended groups for you!,a61493221
39533,Swollen Privates & More- Freaking Out!,a32052101
39534,Any RH-Neg Mamas here???,a39523726
39535,Questions about allergy appointment tomorrow,a43902604
39539,"4 mo appt, LO has a cold & the vaxx debate",a21552997
39542,My 6 month old was sleeping through the night and now he is not!!,a31840635
39543,Swine Flu Warning,a14384105
39545,Vax question,a31321769
39547,HELP me please (OT) Is this MEAN of me???,a33285808
39550,My twin baby girls arrived on 9/17,a44769133
39552,H1N1- I opted out...for now.,a18256095
39555,"How to handle BEC aunt(s) in a sticky situation, eventual llama noms",a41470990
39556,health insurance question- going uninsured?,a21411333
39560,Spin Off-when to get a new ped? (long),a32386641
39562,Anyone receive the H1N1 shot and still got the flu?,a18426435
39564,Honest question...,a23125081
39565,Hello August 2011 Mommies,a30513007
39566,Removing Infant from Carseat While Driving - UGH!,a29073835
39568,Book Recommendations?,a27106619
39570,is this what you mommies use?,a40478203
39574,Fever?,a34634587
39576,Question about mixed-circumcision families,a43453744
39578,exposed to pertussus,a38471344
39582,Btdt moms- how was your LO after 2nd month shots?,a41998171
39583,Rubella!,a26624319
39584,Looking for a more holistic pediatrician in SF/Daly City area,a61862722
39585,How many naps do your LO's take?,a15258305
39586,DT Vaccination for adults (Diphtheria Tetanus),a2287065
39588,Choosing a GOD-Mother. HELP !,a27800461
39592,Please Help!! URGENT.. MMR and Pregnancy,a31180925
39596,"help with 4 yr old, fever",a31102017
39598,I'm not gonna ask you to change his diaper! (vent),a28429779
39599,Little mans 2 month check up!!,a31730941
39600,HELP! Should I take her in?,a27764449
39602,Flu Shot Request,a37345540
39603,LO hasn't had 15 month shots yet,a35255239
39606,Arkansas Flu Death (Woman and her baby) *Trigger*,a47733562
39607,whooping cough,a23353439
39608,Placenta encapsulation for PPD/PPA - worked for me!!!,a36058612
39610,asking people who have flu mist to stay away,a29886741
39611,are babies sleepy after shots?,a36933280
39612,Ugh - baby's first minor injury :-( long story,a51667321
39619,Tips from Feb. 2010 Moms! Birthing/Hospital Stay.,a22319039
39621,shots shots shots.... i am looking for help on untraditional shot scheduling,a40738288
39622,Ok to get flu shot with Thermosil?,a16390415
39623,Life Cycle of a Birth Board,a15938655
39625,fever after shots.... how long does it last?,a53273626
39627,What shots did you avoid and why?,a10330245
39629,Not sure what's going on,a46917364
39630,"NOT A DEBATE, but I have a vax question.",a24515581
39631,Why are Birthboards so dramatic?,a20119235
39634,Questions about teething. It's a little long so please bear with me.,a46379791
39635,Ok to fly with a newborn?,a22446623
39639,2 month shots,a27898605
39640,when can a newborn go outside?,a21560961
