,sent,c_id,comment_author,thread_id,comment_date,pattern_matched,text_short,negations,amod_subj_xcomp_lemma,amod_subj_xcomp_lower,compound_subj_xcomp_lemma,compound_subj_xcomp_lower,pos_subj_xcomp_lemma,pos_subj_xcomp_lower,subject_xcomp_lemma,subject_xcomp_lower,verb_xcomp_lemma,verb_xcomp_lower,verb_phrase_xcomp,verb_tense_xcomp,amod_subj_lemma,amod_subj_lower,compound_subj_lemma,compound_subj_lower,pos_subj_lemma,pos_subj_lower,subject_lemma,subject_lower,subject_active,verb_lemma,verb_lower,verb_phrase,verb_tense,dobj_amod_lemma,dobj_amod_lower,compound_dobj_lemma,compound_dobj_lower,pos_dobj_lemma,pos_dobj_lower,dobj_lemma,dobj_lower
6857,"i have never seen the dr sears schedule, but my ods never got more than 2 shots in one visit and was on the cdc's recommended vaccination schedule.",c2429013735,mom2tom+1,a44111302,08/22/2013,schedule_noun,my ods never got more than 2 shots in one visit and was on the cdc's recommended vaccination schedule,-1,,,,,,,,,,,,,,,,,my,my,ods,ods,ACTIVE,be,was,was,PastSimple,recommend,recommended,vaccination,vaccination,cdc,cdc,schedule,schedule
6858,"yes, i have his book...tons of great info on each vaccine given with pros and cons and risks...i am sure you can find his schedule online as well...only thing we changed was delayed mmr by 6 months, we do not do flu shots & i will not do the chickenpox vax until absolutely neccesary for school.",c2414854173,Tooorri,a40899019,03/25/2013,schedule_noun,you can find his schedule,1,,,,,,,,,,,,,,,,,,,you,you,ACTIVE,find,find,can find,Conditional,,,,,his,his,schedule,schedule
6859,"yes, i have his book...tons of great info on each vaccine given with pros and cons and risks...i am sure you can find his schedule online as well...only thing we changed was delayed mmr by 6 months, we do not do flu shots & i will not do the chickenpox vax until absolutely neccesary for school.",c2414854173,Tooorri,a40899019,03/25/2013,delay_verbs,"thing we changed was delayed mmr by 6 months, we do not do flu shots",-1,,,,,,,,,,,,,,,,,,,thing,thing,PASSIVE,delay,delayed,was delayed,PastPassive,,,flu,flu,,,shot,shots
6860,i also know that if your dc has not had the full shot schedule they still can contract a disease.,c2022835054,*blessed by Him*,a6558735,03/12/2009,schedule_noun,your dc has not had the full shot schedule,-1,,,,,,,,,,,,,,,,,your,your,dc,dc,ACTIVE,have,had,has had,PresentPerfect,full,full,shot,shot,,,schedule,schedule
6861,i will stick to my vax schedule.,c2483447363,CMCT2012,a54956416,01/29/2015,schedule_noun,i will stick to my vax schedule,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,stick,stick,will stick,Future,,,vax,vax,my,my,schedule,schedule
6862,i will probably space them out a bit more.,c2420679232,mrswesley2you,a42203830,05/24/2013,delay_verbs,i will probably space them,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,space,space,will space,Future,,,,,,,them,them
6863,i was really nervous about giving that many at once and the dr agreed that they do like to split it up over a course of 2 weeks.,c2100827666,TheRealMommy,a21156783,01/08/2010,delay_verbs,they do like to split it,1,,,,,,,they,they,like,like,do like,PresentSimple,,,,,,,,,,split,split,to split,Infinite,,,,,,,it,it
6864,"the ""downside"" was that you have to continue the vax schedule like that for the entire course and not all insurance co. let you come in a 2nd time free of charge.",c2100827666,TheRealMommy,a21156783,01/08/2010,schedule_noun,you have to continue the vax schedule,1,,,,,,,you,you,have,have,have,PresentSimple,,,,,,,,,,continue,continue,to continue,Infinite,,,vax,vax,,,schedule,schedule
6865,i would have prefered to do it delayed 2 weeks like i did with my 2nd dear son .,c2100827666,TheRealMommy,a21156783,01/08/2010,delay_verbs,it delayed,1,,,,,,,,,,,,,,,,,,,it,it,ACTIVE,delay,delayed,delayed,PastParticipe,,,,,,,,
6866,i do encourage anyone who can delay to do it if it works for your family.,c2100827666,TheRealMommy,a21156783,01/08/2010,delay_verbs,who can delay,1,,,,,,,,,,,,,,,,,,,who,who,ACTIVE,delay,delay,can delay,Conditional,,,,,,,,
6867,too bad you can not delay and wait until baby can get the first dtap shot.,c2388993267,mwelch73,a34857103,07/12/2012,delay_verbs,you can not delay,-1,,,,,,,,,,,,,,,,,,,you,you,ACTIVE,delay,delay,can delay,Conditional,,,,,,,,
6868,i have never been treated with anything but courtesy and patience and our pedi makes it a point to look in ears and listen to chest no matter what the reason we are in the office even if i am bringing him in just for a shot (we delay and space out some vax so we go in just for a random shot every now and then which usually means you only see the nurse but the pedi will run in and check ears and chest.,c2367643040,jld1278,a30781467,12/19/2011,delay_verbs,we delay,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,delay,delay,delay,PresentSimple,,,,,,,,
6869,i have never been treated with anything but courtesy and patience and our pedi makes it a point to look in ears and listen to chest no matter what the reason we are in the office even if i am bringing him in just for a shot (we delay and space out some vax so we go in just for a random shot every now and then which usually means you only see the nurse but the pedi will run in and check ears and chest.,c2367643040,jld1278,a30781467,12/19/2011,delay_verbs,we delay and space out some vax,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,space,space,space,Infinite,,,,,,,vax,vax
6870,we split vax.,c2422917318,kmbw2182,a42695083,06/17/2013,delay_verbs,we split vax,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,split,split,split,PastSimple,,,,,,,vax,vax
6871,"plus, when you split them up, they also put each one into a different leg so you can know exactly which one caused a reaction for skin issues, swelling, knots, etc.",c2422917318,kmbw2182,a42695083,06/17/2013,delay_verbs,you split them,1,,,,,,,,,,,,,,,,,,,you,you,ACTIVE,split,split,split,PastSimple,,,,,,,them,them
6872,we have a great pediatrician & before i could even ask about delayed vaccinations she does her own schedule.,c2382794563,fbratch,a33414454,05/17/2012,schedule_noun,she does her own schedule,1,,,,,,,,,,,,,,,,,,,she,she,ACTIVE,do,does,does,PresentSimple,own,own,,,her,her,schedule,schedule
6873,i delay the vaccine until required for kindergarten because the vaccine is not 100% effective and i would prefer them to get natural immunity if possible.,c2510223594,kateygirl76,a59338225,10/03/2015,delay_verbs,i delay the vaccine,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,delay,delay,delay,PresentSimple,,,,,,,vaccine,vaccine
6874,we delayed them on this one.,c2414180616,a20wilson,a40748362,03/18/2013,delay_verbs,we delayed them,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,delay,delayed,delayed,PastSimple,,,,,,,them,them
6875,"i am wary because my son was born with autism, and i select and delayed his vaccines as a baby and toddler.",c2511573342,Novia1998,a59555254,10/16/2015,delay_verbs,i select and delayed his vaccines,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,delay,delayed,delayed,PastSimple,,,,,his,his,vaccine,vaccines
6876,ollie was recently sick too so his shots were delayed as well.,c2407247980,SnowBird1988,a39148435,01/11/2013,delay_verbs,his shots were delayed,1,,,,,,,,,,,,,,,,,his,his,shot,shots,PASSIVE,delay,delayed,were delayed,PastPassive,,,,,,,,
6877,"but if you delay it, or skip it, it might mess up the other vaccinations you plan to get.",c2469942881,hlv527,a52582447,09/25/2014,delay_verbs,you delay it,1,,,,,,,,,,,,,,,,,,,you,you,ACTIVE,delay,delay,delay,PresentSimple,,,,,,,it,it
6878,i delayed my daughters vaccines... she has three now and still has not gotten some.,c2011640867,jenpinkett,a1976055,12/11/2008,delay_verbs,i delayed my daughters,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,delay,delayed,delayed,PastSimple,,,,,my,my,"daughter, vaccine","daughters, vaccines"
6879,i do not know why they try to delay chicken pox by vaccinating for it when getting it when you are very young is nothing compared to if you got it as an adult.,c2011640867,jenpinkett,a1976055,12/11/2008,delay_verbs,they try to delay chicken,1,,,,,,,they,they,try,try,try,PresentSimple,,,,,,,,,,delay,delay,to delay,Infinite,,,,,,,"chicken, pox","chicken, pox"
6880,i can understand a delayed vax schedule - we are on one of sorts due to dear son having a reaction at his 4 month shots .,c2175251764,cristyloks,a23259949,06/26/2010,schedule_noun,i can understand a delayed vax schedule,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,understand,understand,can understand,Conditional,delay,delayed,vax,vax,,,schedule,schedule
6881,i vax'd dear son on time excpet mmr which i delayed until 18 months.,c2143464151,ladydi8976,a22449223,04/21/2010,delay_verbs,which i delayed,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,delay,delayed,delayed,PastSimple,,,,,,,which,which
6882,hopefully yours will understand your worries and work out a schedule with you that makes you feel comfortable.,c2468349500,GrayBearMom,a52288273,09/10/2014,schedule_noun,yours will understand your worries and work out a schedule,1,,,,,,,,,,,,,,,,,,,yours,yours,ACTIVE,work,work,work,Infinite,,,,,,,schedule,schedule
6883,"yes, i get my children vaccinated, but on a slower schedule, with less shots.",c2362004479,shialexandra,a29869563,10/18/2011,schedule_noun,"i get my children vaccinated, but on a slower schedule",1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,get,get,get,PresentSimple,slow,slower,,,,,schedule,schedule
6884,we passed on hep b and are using the sears schedule to space out vaccines and avoid combos.,c2023032984,Megan_B,a6669135,03/13/2009,schedule_noun,we passed on hep b and are using the sears schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,use,using,are using,PresentContinuous,,,,,,,schedule,schedule
6885,"we have always vaccinated our kids... on schedule as per dr schedule and school requests.. however we do not do the flu shot for our kids, nor do i- my choice not to...... dh does b and c he gets it free at work... it has a personal choice he makes that the rest of us do not..... so far none of us really ever get sick.. in my world it seems most people i know who get the flu shot, all end up getting the flu anyway...",c2473212555,jenzz3bbz,a53147209,10/26/2014,schedule_noun,we have always vaccinated our kids... on schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,vaccinate,vaccinated,have vaccinated,PresentPerfect,,,,,,,schedule,schedule
6886,"we have always vaccinated our kids... on schedule as per dr schedule and school requests.. however we do not do the flu shot for our kids, nor do i- my choice not to...... dh does b and c he gets it free at work... it has a personal choice he makes that the rest of us do not..... so far none of us really ever get sick.. in my world it seems most people i know who get the flu shot, all end up getting the flu anyway...",c2473212555,jenzz3bbz,a53147209,10/26/2014,schedule_noun,we have always vaccinated our kids... on schedule as per dr schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,vaccinate,vaccinated,have vaccinated,PresentPerfect,,,dr,dr,,,schedule,schedule
6887,i am also on an ammended schedule - but we have gotten the dtap already and dear daughter did not have any side effects.,c2038812914,Lnbs36,a10260185,06/06/2009,schedule_noun,i am also on an ammended schedule,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,be,am,am,PresentSimple,ammended,ammended,,,,,schedule,schedule
6888,"i dont know if it made a difference, but i delayed the shots one month...",c2009279960,slychikadee79,a2139595,10/30/2008,delay_verbs,i delayed the shots,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,delay,delayed,delayed,PastSimple,,,,,,,shot,shots
6889,all i can say is i think that i want to delay vaccinations.,c2009796853,Alicats#1,a2361165,11/08/2008,delay_verbs,i want to delay vaccinations,1,,,,,,,i,i,want,want,want,PresentSimple,,,,,,,,,,delay,delay,to delay,Infinite,,,,,,,vaccination,vaccinations
6890,personally i wish i could safely get my daughter vaccinated faster than the schedule.,c2406079133,MaryMKS,a38881753,01/01/2013,schedule_noun,my daughter vaccinated faster than the schedule,1,,,,,,,,,,,,,,,,,my,my,daughter,daughter,ACTIVE,vaccinate,vaccinated,vaccinated,PastParticipe,,,,,,,schedule,schedule
6891,"we have totally followed the schedule with my older daughter, and she has had absolutely no vaccine related problems.",c2406079133,MaryMKS,a38881753,01/01/2013,schedule_noun,we have totally followed the schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,follow,followed,have followed,PresentPerfect,,,,,,,schedule,schedule
6892,i am following dr sears delayed vaccine schedule.,c2396780498,DaKittyKat,a36750415,09/28/2012,schedule_noun,dr sears delayed vaccine schedule,1,,,,,,,,,,,,,,,dr,dr,,,sears,sears,ACTIVE,delay,delayed,delayed,PastSimple,,,vaccine,vaccine,,,schedule,schedule
6893,i am following dr sears delayed vaccine schedule.,c2396780498,DaKittyKat,a36750415,09/28/2012,delay_verbs,dr sears delayed vaccine schedule,1,,,,,,,,,,,,,,,dr,dr,,,sears,sears,ACTIVE,delay,delayed,delayed,PastSimple,,,vaccine,vaccine,,,schedule,schedule
6894,"little one will get all of the vaccines, but on a delayed schedule.",c2396780498,DaKittyKat,a36750415,09/28/2012,schedule_noun,"little one will get all of the vaccines, but on a delayed schedule",1,,,,,,,,,,,,,little,little,,,,,one,one,ACTIVE,get,get,will get,Future,delay,delayed,,,,,schedule,schedule
6895,"furthermore, i finally found a pediatrician that will honor dr sear's recommended schedule!",c2059241353,sparks722,a14250805,08/28/2009,schedule_noun,that will honor dr sear's recommended schedule,1,,,,,,,,,,,,,,,,,,,that,that,ACTIVE,honor,honor,will honor,Future,recommend,recommended,,,sear,sear,schedule,schedule
6896,"children who follow the cdc schedule will have almost 5,000 mcg of aluminum injected into them before age 2.",c2583984357,Fvinjustice,a73117624,03/04/2019,schedule_noun,who follow the cdc schedule,1,,,,,,,,,,,,,,,,,,,who,who,ACTIVE,follow,follow,follow,PresentSimple,,,cdc,cdc,,,schedule,schedule
6897,i feel like such a fool for taking the word of whomever made the schedule and assumed they had children's best interest at heart but after just a little bit of googling i have serious reservations about the hep b vax.,c2347517861,jensuehu,a27862401,05/27/2011,schedule_noun,i feel like such a fool for taking the word of whomever made the schedule,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,make,made,made,PastSimple,,,,,,,schedule,schedule
6898,i decided to a sort of delay schedule with ds where he only had 1-2 at a time because i was not comfortable with doing more.,c2394753849,lileasterbunny,a36268984,09/07/2012,schedule_noun,i decided to a sort of delay schedule,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,decide,decided,decided,PastSimple,,,delay,delay,,,schedule,schedule
6899,my son was born at 37 1 and 2 and had his shots on schedule according to his birthdate not his expected date of delivery.,c2367424851,babehs,a30741775,12/16/2011,schedule_noun,my son was born at 37 1 and 2 and had his shots on schedule,1,,,,,,,,,,,,,,,,,my,my,son,son,PASSIVE,have,had,had,PastSimple,,,,,,,schedule,schedule
6900,"no rush, if we do choose to do any, we will definitely delay and not vax fully.",c2386193113,ellatre,a34175743,06/15/2012,delay_verbs,we will definitely delay,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,delay,delay,will delay,Future,,,,,,,,
6901,with dear daughter we did all the vaccines on the recommended schedule because i did not really know there was any other option.,c2389173197,amberrlynnn,a34901857,07/14/2012,schedule_noun,we did all the vaccines on the recommended schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,do,did,did,PastSimple,recommend,recommended,,,,,schedule,schedule
6902,"they are 9 and 4 now and still have had no issues so even though part of me thinks that delaying and selectively vaccinating might be a good idea, based on our past history of everything being fine, this little one will be vaccinated on schedule as well.",c2389173197,amberrlynnn,a34901857,07/14/2012,schedule_noun,little one will be vaccinated on schedule,1,,,,,,,,,,,,,little,little,,,,,one,one,PASSIVE,vaccinate,vaccinated,will be vaccinated,Future,,,,,,,schedule,schedule
6903,i would really like to not have this thread not turn into another freaking debate and another dump on parents who delay or choose not to vax.,c2244273481,celena2499,a25158367,11/17/2010,delay_verbs,who delay,1,,,,,,,,,,,,,,,,,,,who,who,ACTIVE,delay,delay,delay,PresentSimple,,,,,,,,
6904,i did delay hep b,c2398351518,Maggelsi,a37108375,10/13/2012,delay_verbs,i did delay hep b,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,delay,delay,did delay,PastSimple,,,hep,hep,,,b,b
6905,yeah.. to answer pp.. she got the dose at 2 months and at 4 months.. im just a bit confused becuase it was on her records.. and the visit summery sheet the doctor gave us.. but when the lady came in to administer the vaccs.. she said that isabele doesnt get them at 6 months.. ugh.. im no worried about the money.. insurance covers all of it becuase it is a preventative check up.. however i dont want her to get thrown off the vaccs.. ive tried really hard to keep on schedule and i dont want her getting sick through the holidays becuase she didnt get something like this.. btw.. still waiting on the damn doctors to call back.. i called an hour ago,c2080355371,isabeleduemay9,a18177705,11/10/2009,schedule_noun,ive tried really hard to keep on schedule,1,,,,,,,i,i,try,tried,ve tried,PastPerfect,,,,,,,,,,keep,keep,to keep,Infinite,,,,,,,schedule,schedule
6906,i did delayed vaccination with my 11yo and am doing the same with my 15 month old and this lo.,c2521923890,Hedi1982,a61215454,01/28/2016,delay_verbs,i did delayed vaccination,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,delay,delayed,did delayed,PastSimple,,,,,,,vaccination,vaccination
6907,it was a personal decision for us to delay and i respect other parents decisions to stay away.,c2521923890,Hedi1982,a61215454,01/28/2016,delay_verbs,us to delay,1,,,,,,,,,,,,,,,,,,,us,us,ACTIVE,delay,delay,to delay,Infinite,,,,,,,,
